"Dynamic Send: Asset Title","Original Industry","Product Interest","Producer","Region","Country","Language","Contact Type","Company Size","Industry","Dynamic Send: Created Date","Start Date","Expiration Date","Sub-Region","Product","Dynamic Send: Record Type","Asset Type"
"PL_GFM_Agentforce Commerce_gartner-digital-commerce-mq","","Agentforce Automotive; Agentforce Commerce; Agentforce Communications; Agentforce Consumer Goods; Agentforce Health; Agentforce Manufacturing; Agentforce Media; Agentforce Retail; Commerce B2B","Stephen Clarke","EMEA","Poland","English","Customer; Prospect","MM; GB; EBU","","2/27/2026","3/2/2026","3/2/2027","CEE","Agentforce Commerce","Generic","Third-Party Research Report"
"IT_The 2024 Gartner® Magic Quadrant? For Digital Commerce","","Agentforce Commerce; Commerce B2B","Alessia Zucco","EMEA","Holy See; Italy; San Marino","Italian","Customer; Prospect","SB; ESB; GRB; MM; GB; EBU","","7/23/2025","8/8/2025","7/23/2026","Italy","Agentforce Commerce","Generic","Third-Party Research Report"
"PL_GFM_Commerce Cloud_forrester-total-economic-impact-b2b-commerce","","Agentforce Commerce; Commerce B2B","Alessia Zucco","EMEA","Poland","English","Customer; Prospect","GB; EBU","","12/17/2025","1/7/2026","12/31/2026","CEE","Agentforce Commerce","Generic","Third-Party Research Report"
"ZA_GFM_Commerce Cloud_forrester-total-economic-impact-b2b-commerce","","Agentforce Commerce; Commerce B2B","Alessia Zucco","EMEA","South Africa","English","Customer; Prospect","MM; GB; EBU","","12/17/2025","1/7/2026","12/31/2026","Africa","Agentforce Commerce","Generic","Third-Party Research Report"
"IL_GFM_Commerce Cloud_forrester-total-economic-impact-b2b-commerce","","Agentforce Commerce; Commerce B2B","Alessia Zucco","EMEA","Israel","English","Customer; Prospect","MM; GB; EBU","","12/17/2025","1/7/2026","12/31/2026","Israel","Agentforce Commerce","Generic","Third-Party Research Report"
"MDE_GFM_Commerce Cloud_forrester-total-economic-impact-b2b-commerce","","Agentforce Commerce; Commerce B2B","Alessia Zucco","EMEA","Saudi Arabia; United Arab Emirates","English","Customer; Prospect","MM; GB; EBU","","12/17/2025","1/7/2026","12/31/2026","MDE","Agentforce Commerce","Generic","Third-Party Research Report"
"ES_GFM_Commerce Cloud_forrester-total-economic-impact-b2b-commerce","","Agentforce Commerce; Commerce B2B","Alessia Zucco","EMEA","Holy See; Italy; San Marino","Italian","Customer; Prospect","MM; GB; EBU","","12/17/2025","1/7/2026","12/31/2026","Italy","Agentforce Commerce","Generic","Third-Party Research Report"
"ES_GFM_Commerce Cloud_forrester-total-economic-impact-b2b-commerce","","Agentforce Commerce; Commerce B2B","Alessia Zucco","EMEA","Andora; Spain","Spanish","Customer; Prospect","MM; GB; EBU","","12/17/2025","1/7/2026","12/31/2026","Spain","Agentforce Commerce","Generic","Third-Party Research Report"
"AT_GFM_Agentforce Commerce_optimize-your-ecommerce-site-for-llm-traffic","","Agentforce Commerce; Agentforce Consumer Goods; Agentforce Retail","Stephen Clarke","EMEA","Austria","German","Customer; Prospect","MM; GB","","5/26/2026","5/26/2026","6/30/2026","Austria","Agentforce Commerce","Generic","Webinar"
"DE_GFM_Agentforce Commerce_optimize-your-ecommerce-site-for-llm-traffic","","Agentforce Commerce; Agentforce Consumer Goods; Agentforce Retail","Stephen Clarke","EMEA","Germany","German","Customer; Prospect","MM; GB","","5/26/2026","5/26/2026","6/30/2026","Germany","Agentforce Commerce","Generic","Webinar"
"CH_Q1 Shopping Index 2026","","","Moritz Kaiser","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","Retail & CG","4/24/2026","4/27/2026","7/30/2026","Switzerland & Liechtenstein","Agentforce Commerce","Industry","Infographic"
"ZA_FY24 new Field Service overview demo","","Agentforce Field Service","Erika Torchia","EMEA","South Africa","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","7/11/2024","7/12/2024","","Africa","Agentforce Field Service","Generic","Demo"
"GB_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Stephen Clarke","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","MM; GB","","1/8/2026","2/4/2026","1/31/2027","UK","Agentforce Field Service","Generic","Digital Guide"
"PT_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Portugal","English","Customer; Prospect","MM; EBU","","2/24/2026","3/23/2026","2/28/2027","Portugal","Agentforce Field Service","Generic","Digital Guide"
"BE_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Belgium","English","Customer; Prospect","MM; EBU","","2/24/2026","3/23/2026","2/28/2027","Belgium","Agentforce Field Service","Generic","Digital Guide"
"CH_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","MM; GB","","2/24/2026","3/23/2026","2/28/2027","Switzerland & Liechtenstein","Agentforce Field Service","Generic","Digital Guide"
"MDE_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Qatar; Saudi Arabia; United Arab Emirates","English","Customer; Prospect","MM; GB; EBU","","2/24/2026","3/23/2026","2/28/2027","MDE","Agentforce Field Service","Generic","Digital Guide"
"IL_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Israel","English","Customer; Prospect","MM; GB; EBU","","2/24/2026","3/23/2026","2/28/2027","Israel","Agentforce Field Service","Generic","Digital Guide"
"PL_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Poland","English","Customer; Prospect","MM; EBU","","2/24/2026","3/23/2026","2/28/2027","CEE","Agentforce Field Service","Generic","Digital Guide"
"FI_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Finland","English","Customer; Prospect","MM; EBU","","2/24/2026","3/23/2026","2/28/2027","Finland","Agentforce Field Service","Generic","Digital Guide"
"Africa_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Algeria; Angola; Benin; Botswana; Burkina Faso; Burundi; Cabo Verde; Cameroon; Central African Republic; Chad; Comoros; Congo; Congo, Democratic Republic of the; Côte d'Ivoire; Djibouti; Egypt; Equatorial Guinea; Eritrea; Eswatini; Ethiopia; Gabon; Gambia; Ghana; Guinea; Guinea-Bissau; Kenya; Lesotho; Liberia; Libya; Madagascar; Malawi; Mali; Mauritania; Mauritius; Mayotte; Morocco; Mozambique; Namibia; Niger; Nigeria; Réunion; Rwanda; Senegal; Seychelles; Sierra Leone; Somalia; South Africa; Sudan; Tanzania; Togo; Tunisia; Uganda; Western Sahara; Zambia; Zimbabwe","English","Customer; Prospect","MM; EBU","","2/24/2026","3/23/2026","2/28/2027","Africa","Agentforce Field Service","Generic","Digital Guide"
"IE_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Ireland","English","Customer; Prospect","MM; GB","","2/24/2026","3/23/2026","2/28/2027","Ireland","Agentforce Field Service","Generic","Digital Guide"
"DK_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Denmark; Faroe Islands; Greenland","English","Customer; Prospect","MM; EBU","","2/24/2026","3/23/2026","2/28/2027","Denmark","Agentforce Field Service","Generic","Digital Guide"
"SE_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Sweden","English","Customer; Prospect","MM; EBU","","2/24/2026","3/23/2026","2/28/2027","Sweden","Agentforce Field Service","Generic","Digital Guide"
"NO_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Norway","English","Customer; Prospect","MM; EBU","","2/24/2026","3/23/2026","2/28/2027","Norway","Agentforce Field Service","Generic","Digital Guide"
"UK_GFM_Agentforce_Service_field-service-guide","","Agentforce Field Service","Rob McGlanaghy","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","MM; GB","","2/23/2026","3/23/2026","2/28/2027","UK","Agentforce Field Service","Generic","Digital Guide"
"IT_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Holy See; Italy; San Marino","Italian","Customer; Prospect","MM; GB; EBU","","2/6/2026","2/10/2026","1/31/2027","Italy","Agentforce Field Service","Generic","Digital Guide"
"DE_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Germany","German","Customer; Prospect","MM; GB","","2/6/2026","2/10/2026","1/31/2027","Germany","Agentforce Field Service","Generic","Digital Guide"
"NL_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Netherlands","Dutch","Customer; Prospect","MM; GB","","2/6/2026","2/10/2026","1/31/2027","Netherlands","Agentforce Field Service","Generic","Digital Guide"
"ES_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Andora; Spain","Spanish","Customer; Prospect","MM; GB; EBU","","2/6/2026","2/10/2026","1/31/2027","Spain","Agentforce Field Service","Generic","Digital Guide"
"FR_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","France; Monaco","French","Customer; Prospect","MM; GB","","2/6/2026","2/10/2026","1/31/2027","France","Agentforce Field Service","Generic","Digital Guide"
"CH_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","MM; GB","","2/4/2026","2/10/2026","1/31/2027","Switzerland & Liechtenstein","Agentforce Field Service","Generic","Digital Guide"
"PL_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Poland","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/10/2026","1/31/2027","CEE","Agentforce Field Service","Generic","Digital Guide"
"MDE_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opt","","Agentforce Field Service","Rob McGlanaghy","EMEA","Qatar; Saudi Arabia; United Arab Emirates","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/10/2026","1/31/2027","MDE","Agentforce Field Service","Generic","Digital Guide"
"FI_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Finland","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/10/2026","1/31/2027","Finland","Agentforce Field Service","Generic","Digital Guide"
"ZA_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Nigeria; South Africa","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/10/2026","1/31/2027","Africa","Agentforce Field Service","Generic","Digital Guide"
"NO_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Norway","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/10/2026","1/31/2027","Norway","Agentforce Field Service","Generic","Digital Guide"
"IL_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Israel","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/10/2026","1/31/2027","Israel","Agentforce Field Service","Generic","Digital Guide"
"DK_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Denmark; Faroe Islands; Greenland","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/10/2026","1/31/2027","Denmark","Agentforce Field Service","Generic","Digital Guide"
"IE_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Ireland","English","Customer; Prospect","MM; GB","","2/4/2026","2/10/2026","1/31/2027","Ireland","Agentforce Field Service","Generic","Digital Guide"
"SE_GFM-FieldServiceCloud_achieve-operational-excellence-with-scheduling-and-opti","","Agentforce Field Service","Rob McGlanaghy","EMEA","Sweden","English","Customer; Prospect","MM; GB; EBU","","2/4/2026","2/10/2026","1/31/2027","Sweden","Agentforce Field Service","Generic","Digital Guide"
"PT_GFM_Field Service Lightning_achieve-operational-excellence-with-scheduling-an","","Agentforce Field Service","Shane Hudson","EMEA","Portugal","Portuguese","Prospect","GRB; MM; GB; EBU","","3/8/2026","3/9/2026","","Portugal","Agentforce Field Service","Generic","Guide"
"NL_GIM_Field Service Lightning_field-service-guide-2024","","Agentforce Service","Maxime Gilloteaux","EMEA","Netherlands","Dutch","Prospect","MM; GB","","9/17/2025","12/10/2025","9/17/2026","Netherlands","Agentforce Field Service","Generic","Guide"
"PT_Field Service Guide 2024","","Agentforce Field Service; Agentforce Service","Alessia Zucco","EMEA","Portugal","Portuguese","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","7/31/2025","8/5/2025","8/4/2026","Portugal","Agentforce Field Service","Generic","Guide"
"FR_GFM_Field Service Lightning_5068841","","Agentforce Field Service","Maxime Gilloteaux","EMEA","France","French","Customer; Prospect","ESB; SMB; GRB; MM; GB","","10/30/2025","10/30/2025","10/30/2026","France","Agentforce Field Service","Generic","On-Demand Webinar"
"UK_Field Service for Built Environment","","Agentforce; Agentforce Field Service","Sophie Walsh","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","","1/10/2025","1/30/2025","1/10/2027","UK","Agentforce Field Service","Generic","On-Demand Webinar"
"UK_FS Appo. Assistant report - Eucalyptus","","Agentforce Field Service","Erika Torchia","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Prospect","ESB; SMB; MM; GB","","7/24/2024","8/1/2024","","UK","Agentforce Field Service","Generic","Research Reports"
"FR_GFM_Field Service Lightning_sqPQ3BMnNhZY5jdxnQjybo","","Agentforce Field Service","Maxime Gilloteaux","EMEA","France; Monaco","French","Customer; Prospect","ESB; SMB; GRB; MM; GB","","12/11/2025","12/12/2025","12/11/2026","France","Agentforce Field Service","Generic","Video (Non Demo)"
"FY27_DE_June_18_SVC_Webinar","","Agentforce Field Service; Agentforce Service","Christian Schuetz","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","5/26/2026","5/27/2026","6/17/2026","Switzerland & Liechtenstein","Agentforce Field Service","Generic","Webinar"
"FY27_DE_June_18_SVC_Webinar","","Agentforce Field Service; Agentforce Service","Christian Schuetz","EMEA","Austria","German","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","5/26/2026","5/27/2026","6/17/2026","Austria","Agentforce Field Service","Generic","Webinar"
"FY27_DE_June_18_SVC_Webinar","","Agentforce Field Service; Agentforce Service","Christian Schuetz","EMEA","Germany","German","Customer; Prospect","SMB; SMB SNR; MM; GB","","5/26/2026","5/27/2026","6/17/2026","Germany","Agentforce Field Service","Generic","Webinar"
"IT - Revenue Lifecycle Management Demo","","Agentforce Revenue Management; Agentforce Sales","Alessia Zucco","EMEA","Holy See; Italy; San Marino","Italian","Customer; Prospect","SB; GRB; MM; GB; EBU","","8/19/2025","8/19/2025","8/19/2026","Italy","Agentforce Revenue Management","Generic","Demo"
"PT_GFM_Revenue Cloud_revenue-lifecycle-management-demo","","Agentforce Revenue Management; Agentforce Sales","Alessia Zucco","EMEA","Portugal","Portuguese","Customer; Prospect","GRB; MM; GB; EBU","","11/10/2025","11/21/2025","11/10/2026","Portugal","Agentforce Revenue Management","Generic","Demo"
"GB_GFM_Revenue Cloud_revenue-cloud-billing-demo","","Agentforce; Agentforce Revenue Management; Agentforce Sales; Salesforce Billing","Sophie Walsh","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","","9/1/2025","9/4/2025","9/1/2026","UK","Agentforce Revenue Management","Generic","Demo"
"GB_GFM_Revenue Cloud_agentforce-for-quoting-demo","","Agentforce; Agentforce Revenue Management; Salesforce CPQ; SPIFF","Sophie Walsh","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","","8/29/2025","8/29/2025","8/29/2026","UK","Agentforce Revenue Management","Generic","Demo"
"CH_How to Grow Your Business with Subscriptions","","Agentforce Revenue Management; Agentforce Sales; Commerce B2B; Salesforce Billing; Salesforce CPQ","Erika Torchia","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","2/12/2025","2/13/2025","7/1/2026","Switzerland & Liechtenstein","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_SE_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Sweden","English","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Sweden","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_MDE_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Saudi Arabia; United Arab Emirates","English","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","MDE","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_PL_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Poland","English","Customer; Prospect","MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","CEE","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_ZA_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","South Africa","English","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Africa","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_IE_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Ireland","English","Customer; Prospect","MM; GB","","5/26/2026","5/26/2026","4/21/2027","Ireland","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_DE_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Germany","German","Customer; Prospect","MM; GB","","5/26/2026","5/26/2026","4/21/2027","Germany","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_BE_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Belgium","English","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Belgium","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_IL_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Israel","English","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Israel","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_UK_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","MM; GB","","5/26/2026","5/26/2026","4/21/2027","UK","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_NL_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Netherlands","Dutch","Customer; Prospect","GRB; MM; GB","","5/26/2026","5/26/2026","4/21/2027","Netherlands","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_IT_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Holy See; Italy; San Marino","Italian","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Italy","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_AT_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Austria","German","Customer; Prospect","MM; GB","","5/26/2026","5/26/2026","4/21/2027","Austria","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_ES_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Andora; Spain","Spanish","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Spain","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_FR_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","France","French","Customer; Prospect","GRB; MM; GB","","5/26/2026","5/26/2026","4/21/2027","France","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_PT_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Portugal","English","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Portugal","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_DK_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Denmark; Faroe Islands; Greenland","English","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Denmark","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_FI_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Finland","English","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Finland","Agentforce Revenue Management","Generic","Guide"
"FY27_Q2_NO_GFM_Sales_billing-for-consumption-and-subscriptions","","Agentforce Revenue Management; Agentforce Sales; Salesforce Billing; Salesforce CPQ","Jordan Smith","EMEA","Norway","English","Customer; Prospect","GRB; MM; GB; EBU","","5/26/2026","5/26/2026","4/21/2027","Norway","Agentforce Revenue Management","Generic","Guide"
"IL_How to Grow Your Business with Subscriptions","","Agentforce Revenue Management; Agentforce Sales; Commerce B2B; Salesforce Billing; Salesforce CPQ","Alessia Zucco","EMEA","Israel","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","2/12/2025","2/24/2025","7/1/2026","Israel","Agentforce Revenue Management","Generic","Guide"
"AE_How to Grow Your Business with Subscriptions","","Agentforce Revenue Management; Agentforce Sales; Commerce B2B; Salesforce Billing; Salesforce CPQ","Alessia Zucco","EMEA","United Arab Emirates","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","2/12/2025","2/24/2025","7/1/2026","MDE","Agentforce Revenue Management","Generic","Guide"
"IE_How to Grow Your Business with Subscriptions","","Agentforce Revenue Management; Agentforce Sales; Commerce B2B; Salesforce Billing; Salesforce CPQ","Sophie Walsh","EMEA","Ireland","English","Customer; Prospect","ESB; SMB; MM; GB","","2/12/2025","2/21/2025","7/1/2026","Ireland","Agentforce Revenue Management","Generic","Guide"
"UK_How to Grow Your Business with Subscriptions","","Agentforce Revenue Management; Agentforce Sales; Commerce B2B; Salesforce Billing; Salesforce CPQ","Sophie Walsh","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","","2/12/2025","2/17/2025","7/1/2026","UK","Agentforce Revenue Management","Generic","Guide"
"GB_GFM_Revenue Cloud_4690962","","Agentforce Revenue Management; Salesforce Billing; Salesforce CPQ","Sophie Walsh","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","","8/29/2025","9/9/2025","8/29/2026","UK","Agentforce Revenue Management","Generic","On-Demand Webinar"
"GB_GFM_Revenue Cloud_4763167","","Agentforce Revenue Management; Salesforce Billing; Salesforce CPQ","Sophie Walsh","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","","8/29/2025","8/29/2025","8/29/2026","UK","Agentforce Revenue Management","Generic","On-Demand Webinar"
"Blog WiWo Mittelstand Award","","Agentforce Sales; Agentforce Service; Sales Cloud Essentials","Christian Schuetz","EMEA","Germany","German","Customer; Prospect","SMB; MM; GB","","5/4/2026","5/26/2026","1/31/2027","Germany","Agentforce Sales","Generic","Blog"
"PL_Sales Cloud_Contact Me","","Agentforce Sales; Sales Cloud Essentials; Sales Cloud PRM; Salesforce Billing; Salesforce Customer 360","Alessia Zucco","EMEA","Poland","English","Prospect","SMB; MM; GB; EBU","","2/19/2025","2/19/2025","12/31/2026","CEE","Agentforce Sales","Generic","Contact Me"
"PL_Sales Cloud_Contact Me","","Agentforce Sales; Sales Cloud Essentials; Sales Cloud PRM; Salesforce Billing; Salesforce Customer 360","Alessia Zucco","EMEA","Poland","English","Customer","SMB; MM; GB; EBU","","2/20/2025","2/20/2025","12/31/2026","CEE","Agentforce Sales","Generic","Contact Me"
"IE_Sales Demo","","Agentforce Sales","Shane Hudson","EMEA","Ireland","English","Customer; Prospect","ESB; SMB; MM; GB","","8/27/2024","10/9/2024","","Ireland","Agentforce Sales","Generic","Demo"
"DK_GFM_Sales Cloud_agentforce-for-sales","","Agentforce Sales","Maxime Gilloteaux","EMEA","Denmark","English","Customer; Prospect","ESB; GRB; MM; GB; EBU","","11/25/2025","12/10/2025","11/25/2026","Denmark","Agentforce Sales","Generic","Demo"
"NO_GFM_Sales Cloud_agentforce-for-sales","","Agentforce Sales","Maxime Gilloteaux","EMEA","Norway","English","Customer; Prospect","ESB; GRB; MM; GB; EBU","","11/25/2025","12/10/2025","11/25/2026","Norway","Agentforce Sales","Generic","Demo"
"UK_7 Ways to Use AI from Pipeline to Paycheck Consensus","","Agentforce Sales; Sales Cloud Essentials; Sales Cloud PRM","Erika Torchia","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","MM; GB","","8/7/2024","8/12/2024","","UK","Agentforce Sales","Generic","Demo"
"AT_Sales Cloud Overview Demo_new","","Agentforce; Agentforce Revenue Management; Agentforce Sales; Einstein AI; Sales Cloud Essentials; Sales Cloud PRM; Salesforce Billing; Salesforce CPQ; Salesforce Maps; Sales Performance Management","Carolin Schmitz","EMEA","Austria","German","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","9/9/2025","9/9/2025","9/8/2026","Austria","Agentforce Sales","Generic","Demo"
"DE_Sales Cloud Overview Demo_new","","Agentforce; Agentforce Revenue Management; Agentforce Sales; Einstein AI; Sales Cloud Essentials; Sales Cloud PRM; Salesforce Billing; Salesforce CPQ; Salesforce Maps; Sales Performance Management","Carolin Schmitz","EMEA","Germany","German","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","9/9/2025","9/9/2025","7/1/2027","Germany","Agentforce Sales","Generic","Demo"
